tenure_months,monthly_charges,support_calls,plan,region,churn
34.0,75.17,1.0,premium,south,1
69.0,74.65,2.0,plus,coast,0
4.0,,0.0,premium,coast,0
7.0,80.91,1.0,basic,north,1
57.0,103.64,1.0,premium,coast,0
24.0,77.52,0.0,basic,south,0
47.0,71.07,3.0,basic,south,0
15.0,49.87,0.0,plus,north,0
60.0,104.73,3.0,basic,south,0
14.0,77.01,1.0,plus,coast,1
16.0,59.32,1.0,basic,north,1
67.0,55.11,1.0,plus,south,0
29.0,54.58,5.0,basic,north,1
42.0,82.85,1.0,basic,north,1
38.0,69.62,1.0,basic,south,0
43.0,54.13,1.0,basic,coast,0
51.0,,1.0,plus,north,0
6.0,33.73,0.0,basic,south,0
65.0,46.51,0.0,plus,north,0
35.0,92.01,1.0,premium,south,1
12.0,89.82,2.0,plus,south,1
52.0,74.35,0.0,basic,north,0
6.0,57.04,3.0,basic,coast,1
35.0,80.8,1.0,basic,south,1
21.0,83.62,1.0,premium,south,0
27.0,64.79,2.0,plus,south,1
60.0,44.58,2.0,basic,coast,1
3.0,64.47,0.0,plus,south,1
30.0,81.04,3.0,basic,south,1
51.0,72.45,3.0,plus,north,1
67.0,75.74,2.0,plus,coast,0
50.0,100.31,1.0,plus,coast,0
35.0,78.96,2.0,plus,south,0
65.0,84.63,2.0,plus,north,0
21.0,52.5,1.0,plus,coast,1
46.0,95.97,0.0,premium,south,0
25.0,54.55,1.0,plus,north,0
65.0,,0.0,premium,south,0
41.0,110.5,2.0,plus,south,1
5.0,100.14,2.0,basic,north,1
7.0,62.44,1.0,premium,south,0
69.0,67.18,0.0,basic,north,0
49.0,79.36,2.0,basic,south,0
70.0,92.21,1.0,plus,north,0
15.0,47.71,2.0,basic,coast,1
35.0,59.15,0.0,basic,north,0
56.0,49.85,1.0,plus,coast,0
35.0,64.96,0.0,basic,coast,0
9.0,64.63,2.0,basic,coast,0
50.0,78.47,0.0,basic,coast,0
32.0,47.72,1.0,basic,north,0
51.0,47.54,2.0,basic,coast,0
70.0,84.06,0.0,basic,coast,0
21.0,91.24,2.0,basic,north,1
49.0,,1.0,basic,north,0
19.0,92.97,3.0,basic,coast,1
16.0,51.58,0.0,basic,coast,0
28.0,65.06,0.0,premium,north,0
27.0,85.12,3.0,plus,north,1
41.0,102.36,1.0,basic,north,1
71.0,68.39,1.0,plus,coast,0
49.0,61.64,0.0,basic,coast,0
14.0,77.61,0.0,plus,south,1
31.0,86.98,0.0,basic,south,1
41.0,98.9,2.0,basic,coast,1
71.0,96.89,1.0,basic,north,0
48.0,91.88,1.0,basic,north,1
58.0,60.94,0.0,basic,south,0
7.0,67.78,1.0,plus,south,1
2.0,41.81,1.0,premium,south,0
24.0,77.21,3.0,plus,coast,1
4.0,66.47,1.0,basic,coast,1
28.0,60.84,1.0,basic,south,0
48.0,88.19,0.0,basic,south,0
63.0,78.45,3.0,basic,south,1
56.0,61.46,1.0,basic,north,0
32.0,,0.0,plus,south,0
63.0,34.12,0.0,premium,coast,0
48.0,56.35,0.0,plus,south,0
37.0,70.77,2.0,basic,coast,1
54.0,94.02,0.0,basic,south,0
53.0,82.14,2.0,basic,coast,1
60.0,80.22,1.0,basic,south,0
5.0,84.26,2.0,basic,south,1
69.0,48.86,2.0,basic,coast,0
53.0,83.61,2.0,premium,south,0
47.0,106.86,1.0,premium,south,1
5.0,84.2,1.0,basic,south,1
59.0,80.96,0.0,basic,coast,0
14.0,68.27,2.0,basic,coast,0
17.0,74.87,0.0,basic,north,1
60.0,43.82,1.0,plus,south,0
24.0,68.74,2.0,plus,coast,0
11.0,68.29,2.0,plus,coast,0
28.0,16.96,3.0,basic,north,1
37.0,87.28,0.0,basic,south,1
57.0,86.92,2.0,basic,south,1
22.0,71.11,1.0,premium,south,1
7.0,105.85,0.0,plus,coast,1
45.0,99.49,1.0,premium,north,0
26.0,88.67,3.0,plus,south,1
5.0,87.41,1.0,premium,coast,1
12.0,80.48,1.0,basic,coast,1
6.0,45.09,2.0,plus,north,1
66.0,65.31,2.0,basic,north,0
38.0,80.79,1.0,plus,north,0
60.0,42.51,1.0,premium,coast,0
60.0,,1.0,premium,south,0
27.0,66.4,1.0,basic,south,1
42.0,85.12,0.0,plus,north,0
3.0,71.99,0.0,basic,north,1
7.0,81.21,2.0,basic,south,0
70.0,65.9,1.0,premium,south,0
5.0,99.38,1.0,plus,coast,1
9.0,70.35,2.0,basic,north,1
45.0,95.7,2.0,plus,coast,0
35.0,88.94,2.0,plus,south,0
69.0,57.65,3.0,premium,south,0
43.0,31.56,1.0,plus,north,0
55.0,66.0,2.0,basic,north,0
9.0,35.65,1.0,basic,north,0
66.0,85.2,1.0,premium,coast,0
47.0,79.37,0.0,premium,coast,0
32.0,63.89,0.0,basic,north,0
60.0,81.24,2.0,plus,south,0
16.0,58.01,1.0,plus,coast,0
26.0,107.69,1.0,plus,south,1
39.0,44.26,0.0,basic,south,0
36.0,64.4,1.0,basic,coast,0
40.0,65.69,3.0,premium,north,1
1.0,67.23,2.0,basic,north,1
23.0,60.08,0.0,premium,south,1
58.0,87.82,1.0,basic,south,0
36.0,50.38,1.0,basic,coast,0
23.0,57.46,0.0,premium,coast,0
49.0,49.29,3.0,basic,south,0
8.0,75.38,2.0,basic,south,1
32.0,87.33,1.0,basic,coast,1
38.0,97.57,0.0,basic,north,0
26.0,80.78,0.0,plus,north,0
30.0,,2.0,basic,north,1
48.0,52.54,2.0,plus,south,0
18.0,88.83,1.0,basic,coast,1
60.0,,1.0,premium,north,0
36.0,84.34,3.0,basic,coast,1
13.0,49.7,0.0,basic,north,1
3.0,86.42,0.0,basic,north,0
66.0,91.5,1.0,basic,north,0
7.0,38.31,1.0,basic,coast,1
11.0,77.64,1.0,plus,coast,1
65.0,,2.0,plus,coast,0
1.0,95.4,0.0,basic,north,1
52.0,27.03,0.0,plus,south,0
53.0,55.15,2.0,basic,north,0
13.0,78.78,2.0,basic,north,1
25.0,39.7,2.0,basic,south,1
44.0,63.53,3.0,plus,coast,0
54.0,40.97,0.0,plus,coast,0
56.0,66.74,1.0,basic,coast,0
65.0,98.51,0.0,plus,north,1
55.0,64.71,2.0,basic,coast,0
69.0,42.57,4.0,plus,north,0
19.0,61.54,0.0,basic,south,1
20.0,62.58,0.0,premium,north,0
43.0,67.66,3.0,premium,south,1
56.0,82.67,1.0,premium,north,0
56.0,83.86,2.0,premium,south,0
58.0,66.73,0.0,basic,north,0
18.0,82.95,2.0,plus,north,0
2.0,96.54,1.0,basic,coast,1
13.0,87.9,0.0,basic,north,0
27.0,79.63,1.0,basic,coast,0
19.0,61.92,1.0,plus,north,0
30.0,70.16,1.0,premium,south,0
36.0,43.2,1.0,plus,coast,0
33.0,53.69,2.0,basic,coast,0
64.0,70.26,0.0,plus,south,0
53.0,37.89,0.0,basic,coast,0
32.0,104.23,0.0,basic,north,0
64.0,74.29,0.0,basic,north,0
47.0,55.12,1.0,plus,south,0
46.0,63.86,2.0,basic,north,0
4.0,88.15,2.0,basic,north,1
20.0,109.11,0.0,basic,north,0
17.0,68.62,2.0,basic,coast,1
37.0,70.0,0.0,basic,north,0
8.0,31.05,3.0,premium,south,1
10.0,25.13,2.0,basic,north,1
67.0,84.78,0.0,premium,coast,0
6.0,50.41,2.0,plus,south,0
54.0,82.51,0.0,basic,coast,0
50.0,115.19,1.0,plus,north,0
42.0,73.93,0.0,premium,north,0
33.0,91.81,1.0,basic,north,1
60.0,108.66,2.0,basic,north,1
13.0,67.28,2.0,basic,south,1
63.0,67.65,1.0,plus,north,0
64.0,50.19,1.0,basic,north,0
4.0,107.68,2.0,plus,coast,1
15.0,28.55,0.0,plus,south,0
24.0,85.95,1.0,basic,south,1
3.0,56.88,2.0,plus,south,1
26.0,67.88,4.0,basic,coast,1
49.0,48.68,2.0,premium,south,0
16.0,58.48,2.0,basic,coast,1
25.0,97.87,1.0,basic,coast,0
32.0,68.57,1.0,basic,south,0
39.0,63.06,0.0,basic,coast,0
64.0,73.59,0.0,basic,coast,0
10.0,73.08,0.0,basic,coast,0
33.0,44.85,0.0,plus,coast,0
10.0,67.41,3.0,basic,north,1
61.0,62.17,3.0,basic,south,0
22.0,96.21,2.0,basic,north,1
24.0,83.53,2.0,plus,north,1
3.0,84.12,0.0,plus,coast,0
65.0,71.55,1.0,premium,south,0
25.0,66.6,1.0,basic,north,0
53.0,48.77,0.0,premium,coast,0
59.0,5.91,0.0,basic,south,0
36.0,73.03,0.0,basic,coast,0
15.0,66.32,2.0,plus,south,1
59.0,19.7,1.0,basic,south,0
33.0,74.8,0.0,plus,south,0
11.0,51.63,1.0,plus,north,1
62.0,97.47,2.0,premium,north,0
52.0,75.71,3.0,basic,north,0
30.0,56.65,0.0,plus,south,0
46.0,72.82,0.0,premium,south,0
19.0,58.12,1.0,premium,south,0
51.0,71.01,2.0,premium,south,0
57.0,60.96,0.0,plus,south,0
69.0,90.05,1.0,premium,south,0
37.0,60.69,2.0,basic,north,0
32.0,77.79,3.0,plus,south,1
18.0,58.6,2.0,plus,south,1
21.0,50.29,1.0,premium,coast,0
24.0,46.92,2.0,basic,coast,1
67.0,69.84,1.0,basic,south,0
23.0,46.0,2.0,plus,north,0
31.0,,0.0,basic,coast,0
40.0,85.04,1.0,plus,north,1
10.0,35.05,1.0,basic,south,1
9.0,56.34,0.0,basic,south,1
71.0,30.89,0.0,basic,north,0
41.0,79.68,0.0,plus,south,0
20.0,88.54,1.0,premium,coast,1
53.0,86.0,3.0,plus,north,0
69.0,52.96,2.0,basic,north,0
34.0,85.92,1.0,basic,south,0
69.0,103.29,1.0,basic,coast,0
19.0,72.26,1.0,plus,north,1
42.0,73.06,0.0,plus,north,0
50.0,41.98,5.0,basic,south,1
40.0,84.85,3.0,basic,coast,1
31.0,74.74,0.0,plus,south,0
65.0,66.77,0.0,basic,south,0
2.0,48.2,1.0,plus,south,0
67.0,83.16,1.0,premium,coast,0
53.0,57.73,0.0,plus,north,0
63.0,,1.0,premium,south,0
23.0,77.24,1.0,basic,south,1
65.0,55.16,1.0,basic,north,0
18.0,50.99,4.0,basic,north,1
12.0,60.79,0.0,plus,south,1
63.0,77.53,0.0,basic,north,0
37.0,40.46,3.0,premium,coast,1
68.0,97.28,1.0,premium,north,0
5.0,58.67,3.0,plus,coast,1
30.0,91.26,2.0,plus,north,1
67.0,93.29,1.0,basic,south,1
64.0,61.49,1.0,basic,south,0
1.0,71.36,1.0,plus,south,1
71.0,63.64,2.0,plus,south,0
55.0,76.47,2.0,basic,coast,0
44.0,102.11,0.0,basic,south,0
32.0,102.01,0.0,basic,north,1
17.0,73.71,2.0,basic,south,0
38.0,66.68,2.0,basic,coast,1
8.0,81.96,1.0,plus,south,0
46.0,76.68,0.0,plus,south,0
55.0,73.4,3.0,basic,north,0
26.0,69.06,2.0,basic,coast,1
31.0,85.34,0.0,basic,coast,0
11.0,67.5,1.0,basic,north,1
65.0,50.63,2.0,basic,south,0
59.0,64.01,2.0,basic,south,0
30.0,98.85,1.0,basic,south,1
65.0,109.73,3.0,basic,coast,1
3.0,101.28,0.0,basic,coast,1
45.0,,0.0,premium,coast,0
71.0,73.15,2.0,basic,north,0
29.0,72.83,3.0,basic,north,1
60.0,82.98,3.0,premium,north,0
15.0,81.05,3.0,basic,south,1
50.0,65.51,1.0,basic,coast,0
51.0,79.61,1.0,plus,north,0
54.0,87.48,0.0,plus,coast,0
63.0,78.92,0.0,premium,south,0
43.0,105.3,2.0,premium,north,0
6.0,98.36,2.0,basic,south,1
42.0,62.21,2.0,basic,coast,1
47.0,67.4,2.0,basic,south,1
40.0,90.81,1.0,basic,north,1
60.0,43.69,0.0,basic,south,0
15.0,48.43,1.0,premium,north,0
8.0,85.86,0.0,plus,north,1
69.0,59.82,0.0,basic,coast,0
20.0,72.3,3.0,basic,south,1
61.0,87.24,0.0,plus,north,0
48.0,44.88,1.0,basic,north,0
3.0,97.31,3.0,plus,north,1
39.0,60.63,1.0,plus,coast,0
49.0,49.84,1.0,plus,south,0
46.0,96.02,4.0,basic,north,1
40.0,45.64,0.0,basic,north,0
27.0,68.77,0.0,plus,north,0
26.0,,3.0,premium,north,0
49.0,47.96,2.0,plus,coast,0
6.0,58.75,2.0,plus,coast,1
22.0,46.69,1.0,basic,south,1
32.0,80.73,2.0,plus,coast,1
67.0,82.57,2.0,basic,coast,0
26.0,85.9,0.0,basic,coast,1
42.0,66.03,2.0,basic,north,0
42.0,79.7,1.0,basic,south,1
6.0,52.2,2.0,basic,coast,1
27.0,61.82,1.0,premium,south,0
45.0,82.87,0.0,premium,north,0
46.0,85.54,1.0,plus,south,0
37.0,85.95,0.0,basic,north,0
8.0,60.83,1.0,basic,north,1
48.0,,0.0,plus,coast,0
46.0,113.25,2.0,basic,north,0
65.0,81.84,2.0,basic,coast,0
65.0,92.53,1.0,plus,coast,0
55.0,56.5,1.0,plus,south,0
52.0,65.62,1.0,plus,north,0
59.0,63.96,0.0,plus,north,0
38.0,98.47,2.0,basic,coast,1
45.0,50.34,1.0,premium,north,1
10.0,23.72,1.0,basic,north,0
43.0,57.89,1.0,basic,south,0
51.0,62.74,0.0,basic,coast,0
38.0,47.04,1.0,plus,south,0
71.0,,2.0,basic,north,0
26.0,58.81,1.0,premium,north,0
54.0,57.74,0.0,basic,north,0
14.0,111.46,3.0,basic,south,1
35.0,81.64,2.0,plus,south,1
65.0,76.56,2.0,plus,south,0
8.0,85.76,1.0,basic,north,1
53.0,97.36,2.0,plus,coast,0
39.0,61.46,0.0,basic,south,0
12.0,90.96,3.0,basic,south,1
59.0,70.07,1.0,plus,south,0
58.0,56.27,1.0,basic,coast,0
26.0,29.44,1.0,premium,north,1
67.0,51.67,0.0,plus,coast,0
35.0,41.8,0.0,plus,south,0
55.0,95.05,0.0,plus,coast,0
62.0,60.74,3.0,plus,coast,0
21.0,75.48,3.0,premium,coast,0
4.0,86.12,0.0,basic,coast,1
7.0,76.97,2.0,basic,north,1
36.0,77.31,1.0,basic,north,0
47.0,86.5,1.0,basic,coast,0
30.0,67.81,2.0,basic,coast,0
68.0,73.75,1.0,plus,coast,0
50.0,60.77,0.0,plus,north,0
1.0,101.55,1.0,plus,north,1
2.0,36.65,0.0,plus,south,0
53.0,54.32,1.0,basic,north,0
70.0,70.65,2.0,basic,north,0
26.0,85.01,1.0,plus,south,1
9.0,92.23,0.0,premium,north,1
58.0,69.09,0.0,plus,coast,0
8.0,102.58,1.0,premium,coast,1
34.0,60.55,0.0,plus,coast,1
63.0,74.2,0.0,basic,south,0
54.0,88.14,0.0,basic,coast,0
51.0,35.43,1.0,plus,coast,0
11.0,,2.0,plus,coast,1
47.0,77.46,1.0,plus,south,0
11.0,57.31,1.0,plus,coast,1
38.0,90.4,0.0,basic,coast,0
13.0,62.7,3.0,basic,coast,1
22.0,82.97,1.0,premium,coast,0
61.0,88.02,0.0,basic,coast,0
37.0,61.67,0.0,plus,south,0
34.0,69.94,1.0,plus,coast,0
42.0,82.14,3.0,plus,south,1
28.0,58.82,1.0,basic,south,0
28.0,86.87,0.0,basic,coast,0
12.0,,1.0,basic,coast,0
61.0,70.34,2.0,premium,north,0
9.0,74.53,0.0,basic,north,1
68.0,60.71,3.0,plus,coast,0
40.0,64.95,0.0,basic,north,0
54.0,34.31,3.0,basic,north,1
60.0,57.9,2.0,plus,north,0
69.0,75.49,1.0,plus,coast,0
37.0,71.44,2.0,plus,coast,0
19.0,70.85,1.0,premium,north,0
39.0,79.61,2.0,basic,south,0
23.0,65.9,2.0,basic,coast,1
30.0,44.66,1.0,basic,coast,1
23.0,67.71,0.0,premium,north,0
26.0,78.76,2.0,basic,north,1
40.0,97.64,0.0,basic,coast,0
38.0,75.12,2.0,basic,north,0
10.0,65.46,3.0,basic,coast,1
46.0,68.27,0.0,basic,north,1
45.0,84.05,0.0,basic,north,0
18.0,48.21,0.0,basic,north,1
9.0,67.46,1.0,plus,south,0
19.0,82.26,1.0,basic,south,1
18.0,86.38,1.0,basic,north,1
29.0,56.79,2.0,plus,north,1
51.0,76.58,1.0,basic,south,0
63.0,52.41,1.0,plus,north,0
38.0,86.04,1.0,basic,coast,0
49.0,34.41,1.0,basic,south,1
20.0,77.98,3.0,plus,coast,0
14.0,72.25,0.0,plus,south,1
23.0,76.88,0.0,premium,north,0
67.0,73.54,0.0,basic,south,0
37.0,67.69,2.0,plus,north,0
20.0,93.54,1.0,basic,south,1
39.0,99.1,1.0,basic,south,1
3.0,69.48,1.0,premium,north,1
58.0,61.25,3.0,basic,south,0
6.0,57.33,1.0,basic,coast,0
70.0,41.64,3.0,plus,coast,0
12.0,,1.0,premium,south,1
22.0,54.49,2.0,basic,south,0
33.0,70.73,1.0,basic,north,1
49.0,63.35,2.0,basic,coast,0
55.0,85.43,0.0,plus,coast,0
57.0,77.44,1.0,basic,coast,1
11.0,67.38,3.0,basic,north,0
38.0,77.63,2.0,premium,south,0
47.0,60.91,1.0,premium,north,0
1.0,101.09,2.0,basic,north,1
11.0,,3.0,basic,north,1
11.0,70.53,4.0,basic,north,1
64.0,82.42,0.0,plus,coast,0
40.0,,4.0,plus,north,0
56.0,69.05,1.0,plus,coast,0
63.0,62.88,0.0,premium,coast,0
11.0,66.24,2.0,basic,coast,1
48.0,47.95,0.0,basic,south,0
28.0,46.3,0.0,basic,coast,0
3.0,75.37,2.0,plus,north,1
64.0,71.2,0.0,plus,south,0
13.0,55.09,1.0,plus,coast,1
48.0,70.26,1.0,basic,north,0
21.0,81.91,0.0,basic,south,1
61.0,60.88,1.0,premium,coast,0
8.0,65.79,0.0,plus,north,0
12.0,58.9,2.0,plus,north,0
38.0,60.76,2.0,premium,coast,0
55.0,98.67,0.0,premium,south,0
61.0,70.11,1.0,premium,south,0
38.0,87.91,2.0,plus,coast,0
18.0,72.56,2.0,basic,coast,1
38.0,57.68,4.0,basic,coast,1
61.0,57.61,1.0,premium,south,0
9.0,65.03,1.0,basic,south,1
2.0,61.32,0.0,basic,coast,1
17.0,58.03,0.0,premium,coast,0
47.0,65.79,0.0,basic,coast,1
5.0,84.65,2.0,basic,south,1
30.0,89.42,2.0,basic,coast,1
38.0,78.97,2.0,plus,north,0
23.0,61.51,2.0,plus,south,0
65.0,68.71,2.0,basic,north,1
50.0,87.9,1.0,basic,coast,1
34.0,70.74,3.0,basic,south,1
8.0,73.99,0.0,basic,coast,1
40.0,71.78,0.0,basic,coast,0
31.0,98.36,0.0,basic,north,1
11.0,47.06,1.0,basic,south,1
13.0,72.0,0.0,premium,north,0
16.0,93.53,2.0,plus,north,0
3.0,,0.0,plus,coast,0
49.0,58.11,3.0,basic,coast,0
52.0,83.0,0.0,basic,coast,0
19.0,65.1,1.0,basic,coast,1
18.0,56.23,2.0,plus,south,1
12.0,35.96,1.0,plus,coast,0
7.0,53.38,0.0,basic,south,1
28.0,67.93,0.0,basic,south,0
11.0,94.38,0.0,basic,south,1
69.0,68.9,2.0,plus,north,0
5.0,88.32,1.0,basic,coast,1
18.0,48.9,0.0,basic,south,1
54.0,58.28,3.0,basic,coast,0
4.0,76.92,3.0,plus,north,1
36.0,56.43,3.0,basic,north,1
68.0,75.47,1.0,plus,south,1
65.0,54.1,1.0,plus,coast,0
42.0,31.09,1.0,basic,south,0
9.0,44.8,1.0,basic,north,1
38.0,77.3,0.0,basic,coast,0
64.0,76.07,1.0,plus,south,0
54.0,82.54,0.0,plus,north,1
56.0,44.88,3.0,premium,south,0
14.0,80.79,1.0,basic,north,1
34.0,85.32,2.0,plus,south,0
41.0,62.57,4.0,plus,south,1
27.0,77.25,1.0,basic,coast,1
60.0,60.49,1.0,basic,coast,1
61.0,65.9,1.0,premium,south,0
54.0,61.16,3.0,premium,north,1
46.0,36.6,2.0,plus,north,0
29.0,,1.0,basic,north,0
6.0,62.54,1.0,basic,coast,1
3.0,48.22,1.0,plus,south,0
27.0,43.64,1.0,premium,north,0
31.0,52.94,1.0,plus,south,0
51.0,98.4,1.0,premium,north,0
17.0,58.03,3.0,basic,coast,1
25.0,57.23,1.0,plus,coast,1
70.0,50.45,1.0,premium,south,0
14.0,32.86,0.0,plus,south,0
17.0,95.79,0.0,plus,coast,0
13.0,75.99,1.0,basic,north,1
45.0,41.35,1.0,plus,coast,0
49.0,,1.0,basic,north,0
27.0,58.18,2.0,plus,south,1
46.0,99.9,2.0,basic,north,0
13.0,70.84,2.0,plus,north,1
70.0,81.57,0.0,basic,coast,0
19.0,82.91,2.0,premium,south,1
29.0,42.28,1.0,basic,coast,1
14.0,,2.0,basic,north,0
23.0,72.21,1.0,premium,north,0
35.0,49.4,0.0,basic,coast,0
17.0,60.43,2.0,basic,coast,1
6.0,51.51,1.0,basic,north,1
42.0,48.42,2.0,plus,coast,1
29.0,91.14,1.0,plus,coast,1
36.0,76.1,1.0,basic,coast,0
10.0,56.9,0.0,plus,south,0
49.0,63.88,2.0,basic,coast,1
14.0,96.19,0.0,plus,north,0
29.0,53.9,0.0,premium,north,0
36.0,78.65,0.0,plus,coast,0
69.0,36.51,1.0,plus,north,0
46.0,63.41,2.0,basic,north,0
50.0,,1.0,basic,coast,0
17.0,59.98,2.0,basic,south,1
8.0,106.87,1.0,basic,coast,1
6.0,36.57,0.0,plus,coast,1
36.0,72.77,1.0,basic,coast,0
6.0,42.5,3.0,premium,coast,1
44.0,117.16,1.0,basic,south,1
71.0,54.26,1.0,plus,north,0
24.0,71.34,2.0,basic,north,1
64.0,37.61,0.0,basic,south,0
40.0,60.38,0.0,basic,coast,0
23.0,62.04,2.0,plus,coast,0
53.0,90.75,0.0,basic,north,0
48.0,69.79,2.0,plus,coast,1
27.0,71.68,2.0,plus,south,0
19.0,72.12,2.0,plus,coast,1
1.0,91.89,0.0,basic,south,1
48.0,83.69,0.0,premium,south,0
22.0,54.23,0.0,plus,north,0
3.0,67.99,2.0,basic,north,1
22.0,86.97,0.0,basic,south,1
43.0,46.6,0.0,basic,south,0
9.0,104.8,0.0,basic,coast,1
67.0,66.52,1.0,basic,north,0
48.0,93.65,2.0,plus,north,1
65.0,67.54,2.0,plus,south,1
15.0,73.7,0.0,basic,south,0
7.0,86.87,1.0,basic,south,1
71.0,68.62,2.0,basic,south,0
55.0,42.05,2.0,plus,coast,0
50.0,48.46,0.0,basic,coast,0
31.0,55.9,0.0,premium,coast,0
61.0,80.84,2.0,premium,south,0
14.0,79.72,2.0,basic,coast,1
41.0,70.91,1.0,basic,south,1
20.0,78.14,1.0,plus,coast,0
54.0,107.78,1.0,basic,coast,0
61.0,73.38,1.0,plus,south,0
71.0,57.51,0.0,premium,south,0
43.0,83.05,1.0,plus,south,0
2.0,69.39,1.0,plus,north,1
63.0,100.97,2.0,plus,coast,0
2.0,,1.0,plus,south,1
36.0,36.41,1.0,plus,south,0
36.0,88.01,2.0,plus,south,0
35.0,86.09,2.0,plus,coast,0
42.0,71.27,3.0,basic,north,1
22.0,78.08,1.0,basic,north,1
8.0,70.0,0.0,basic,north,1
32.0,90.49,1.0,basic,coast,1
13.0,85.05,1.0,basic,north,1
39.0,77.76,0.0,premium,north,0
44.0,74.39,0.0,basic,coast,0
7.0,69.92,2.0,plus,coast,0
22.0,106.28,0.0,plus,south,0
66.0,52.56,0.0,basic,south,0
62.0,85.57,0.0,basic,south,0
32.0,38.57,0.0,plus,south,0
67.0,96.79,1.0,basic,north,0
67.0,52.55,0.0,basic,north,0
4.0,101.11,4.0,basic,north,1
18.0,71.25,4.0,basic,coast,1
10.0,77.43,0.0,plus,south,0
49.0,90.03,0.0,plus,coast,0
11.0,52.84,1.0,plus,south,0
36.0,78.92,4.0,basic,north,1
19.0,117.47,2.0,basic,south,0
16.0,58.29,0.0,plus,north,0
17.0,84.64,3.0,basic,coast,1
31.0,89.2,0.0,plus,coast,0
20.0,63.85,0.0,plus,north,0
44.0,39.12,1.0,basic,south,0
47.0,57.86,1.0,plus,north,0
30.0,56.96,0.0,basic,south,0
67.0,51.38,0.0,basic,north,0
29.0,,0.0,basic,south,0
43.0,77.18,1.0,basic,south,0
7.0,69.88,1.0,basic,south,1
40.0,60.28,2.0,basic,coast,0
38.0,72.81,1.0,premium,north,0
9.0,64.51,0.0,basic,coast,0
2.0,69.68,1.0,basic,south,1
55.0,39.24,1.0,basic,coast,0
7.0,36.46,2.0,basic,south,1
15.0,73.31,2.0,basic,coast,1
54.0,80.27,0.0,premium,south,0
17.0,,1.0,basic,coast,0
39.0,,1.0,basic,south,1
22.0,,2.0,plus,south,0
37.0,70.53,3.0,plus,north,1
49.0,72.09,3.0,premium,coast,0
29.0,63.43,1.0,basic,south,1
38.0,64.41,1.0,plus,south,0
6.0,42.64,3.0,plus,south,1
17.0,77.94,2.0,basic,north,1
46.0,84.54,1.0,plus,coast,0
13.0,53.5,2.0,premium,coast,1
31.0,52.08,0.0,basic,south,0
25.0,52.77,0.0,plus,north,0
44.0,85.31,1.0,basic,south,1
71.0,81.51,1.0,plus,north,0
5.0,19.16,3.0,basic,north,1
28.0,43.86,1.0,basic,north,1
20.0,80.48,1.0,plus,north,0
31.0,65.62,2.0,plus,south,1
12.0,78.12,0.0,premium,south,0
69.0,,1.0,basic,coast,0
31.0,53.64,2.0,basic,south,1
16.0,71.86,2.0,plus,north,1
17.0,51.59,1.0,basic,coast,1
39.0,62.08,3.0,basic,coast,1
4.0,80.97,0.0,premium,coast,1
19.0,,2.0,basic,coast,1
47.0,89.76,0.0,basic,north,1
40.0,50.84,0.0,premium,coast,0
64.0,92.97,0.0,basic,south,0
15.0,86.63,1.0,premium,coast,1
35.0,35.26,0.0,plus,coast,0
18.0,126.01,0.0,plus,north,1
18.0,51.58,0.0,plus,north,0
11.0,,0.0,basic,coast,1
50.0,71.76,2.0,premium,coast,1
5.0,95.95,1.0,basic,north,1
16.0,83.3,2.0,premium,south,1
5.0,87.58,4.0,premium,north,1
2.0,45.65,1.0,basic,south,0
62.0,99.07,1.0,basic,coast,1
44.0,67.19,0.0,basic,north,0
32.0,91.25,2.0,premium,north,1
65.0,84.66,1.0,basic,north,0
34.0,85.64,2.0,basic,north,0
10.0,83.04,1.0,basic,north,1
70.0,70.31,1.0,premium,north,0
61.0,89.95,1.0,basic,north,0
13.0,63.17,0.0,basic,north,0
71.0,79.6,1.0,basic,coast,0
32.0,102.59,3.0,basic,south,1
71.0,61.9,1.0,premium,south,0
26.0,48.78,4.0,premium,coast,0
65.0,60.99,0.0,basic,coast,0
23.0,96.53,0.0,plus,coast,1
26.0,79.92,2.0,basic,coast,0
54.0,64.82,1.0,plus,south,0
12.0,44.13,2.0,basic,coast,0
49.0,70.29,0.0,basic,north,0
51.0,45.78,2.0,basic,south,0
12.0,51.13,3.0,basic,north,1
54.0,,0.0,plus,south,0
67.0,84.24,1.0,basic,south,0
1.0,74.67,0.0,basic,coast,1
40.0,56.38,1.0,plus,north,1
54.0,87.92,1.0,plus,coast,1
65.0,94.62,0.0,basic,north,0
18.0,63.89,0.0,premium,south,0
45.0,96.34,2.0,basic,coast,0
37.0,92.39,1.0,basic,north,0
38.0,29.32,1.0,premium,coast,0
21.0,64.11,0.0,plus,coast,0
27.0,81.16,2.0,plus,south,1
49.0,87.07,1.0,basic,south,1
34.0,69.37,1.0,basic,coast,0
62.0,61.31,1.0,plus,coast,0
15.0,85.57,2.0,basic,coast,1
67.0,88.74,1.0,basic,coast,0
36.0,39.68,1.0,plus,south,0
32.0,80.45,1.0,premium,coast,0
33.0,56.94,3.0,basic,north,1
71.0,66.45,1.0,basic,south,0
35.0,65.83,0.0,premium,north,0
4.0,70.78,2.0,basic,north,1
61.0,58.92,1.0,basic,north,0
65.0,87.09,0.0,basic,coast,0
48.0,69.98,0.0,premium,north,0
51.0,56.85,2.0,premium,coast,0
52.0,79.42,3.0,plus,coast,1
12.0,73.22,0.0,premium,north,0
